slate, 0.232318
sauce, 0.2281
slice, 0.227614
shale, 0.226965
saute, 0.226316
sooty, 0.225505
share, 0.225018
shine, 0.22372
suite, 0.223396
crane, 0.223071
saint, 0.22226
soapy, 0.221286
shone, 0.219989
saucy, 0.218691
shire, 0.218529
cease, 0.217068
saner, 0.216744
sense, 0.216744
crate, 0.216095
stale, 0.216095
snare, 0.215771
spree, 0.215608
shore, 0.214797
suave, 0.214635
slide, 0.214473
shiny, 0.21431
slime, 0.21431
sorry, 0.21431
stare, 0.214148
gooey, 0.213986
brace, 0.213824
seize, 0.213175
sleet, 0.213013
crone, 0.21285
brine, 0.212526
state, 0.212364
scree, 0.212201
sally, 0.212039
shade, 0.211877
slant, 0.211877
shame, 0.211715
space, 0.211552
spare, 0.211552
spine, 0.210255
scale, 0.210092
trace, 0.20993
shake, 0.209606
stone, 0.209119
tease, 0.209119
shape, 0.208795
salty, 0.208308
sassy, 0.208308
scare, 0.208146
shave, 0.207983
slope, 0.207659
poise, 0.207497
swine, 0.207497
since, 0.206848
boney, 0.206199
sadly, 0.206037
stole, 0.205874
raise, 0.205712
snore, 0.20555
arise, 0.205388
spice, 0.205063
spire, 0.205063
slimy, 0.204901
crier, 0.204576
cause, 0.204414
grace, 0.204414
peace, 0.204414
sheet, 0.203928
store, 0.203928
prone, 0.203603
crony, 0.203441
trice, 0.203441
smile, 0.203279
spite, 0.203279
briny, 0.203116
scone, 0.203116
blare, 0.202954
cagey, 0.202954
plane, 0.202954
grate, 0.20263
salve, 0.202467
shady, 0.202467
price, 0.202143
stage, 0.202143
clone, 0.201981
prose, 0.201818
arose, 0.201656
surer, 0.201656
trite, 0.201656
skate, 0.201494
chase, 0.201332
siege, 0.201332
spore, 0.201332
sandy, 0.201007
surly, 0.201007
crave, 0.200845
erase, 0.200845
spiny, 0.200845
scaly, 0.200683
serve, 0.200521
snake, 0.200358
close, 0.200196
shaky, 0.200196
sunny, 0.200034
stony, 0.199709
goose, 0.199547
shalt, 0.199547
smite, 0.199547
sober, 0.199547
puree, 0.199385
lease, 0.19906
drone, 0.198736
scary, 0.198736
stake, 0.198736
safer, 0.198574
swore, 0.198574
brake, 0.198412
solve, 0.198412
spade, 0.198412
moose, 0.198249
crime, 0.198087
rainy, 0.198087
score, 0.197925
borne, 0.197763
fairy, 0.197763
place, 0.197763
shove, 0.197763
daisy, 0.197276
seedy, 0.197276
sheer, 0.197276
stave, 0.197114
payee, 0.196951
savoy, 0.196951
brave, 0.196789
craze, 0.196789
flare, 0.196789
trade, 0.196789
gaily, 0.196465
shied, 0.196465
surge, 0.196465
sieve, 0.196303
teary, 0.196303
snide, 0.19614
covey, 0.195978
plate, 0.195978
coast, 0.195816
daily, 0.195816
smote, 0.195816
spicy, 0.195654
money, 0.195491
matey, 0.195329
silly, 0.195329
pause, 0.195167
loose, 0.195005
boule, 0.194842
parse, 0.194842
singe, 0.194842
melee, 0.19468
sower, 0.19468
story, 0.194518
booty, 0.194356
frame, 0.194356
bride, 0.194193
three, 0.194031
dairy, 0.193869
canoe, 0.193545
glare, 0.193545
snipe, 0.193058
sully, 0.192733
alone, 0.192571
tepee, 0.192571
corny, 0.192409
scene, 0.192409
canny, 0.192247
sever, 0.192247
phase, 0.192084
boast, 0.19176
sissy, 0.191598
mealy, 0.191436
carry, 0.191273
grade, 0.191273
slash, 0.191273
chose, 0.191111
shirt, 0.191111
prune, 0.190949
segue, 0.190949
siren, 0.190949
snaky, 0.190949
write, 0.190787
noise, 0.190624
drier, 0.190462
farce, 0.190462
sleek, 0.1903
skier, 0.189975
blade, 0.189813
corer, 0.189813
urine, 0.189813
blame, 0.189651
spike, 0.189651
irate, 0.189489
cried, 0.189326
honey, 0.189326
brute, 0.189164
pride, 0.189002
spiel, 0.189002
prime, 0.18884
sooth, 0.188678
sewer, 0.188515
stoke, 0.188515
drake, 0.188353
piney, 0.188353
broke, 0.188191
grape, 0.188191
voice, 0.188191
guise, 0.188029
slain, 0.188029
